Protocolo;data;hora;natureza;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
202214289,0;2022-06-21;;COM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;3385,0;;EM FRENTE A ESCOLA EDWIGES DE SA PEREIRA E AO LADO DO ARMAZEM CORAL;TEJIPIÓ;;SUBURBIO;ATROPELAMENTO DE PESSOA;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa contínua;;
202214292,0;2022-06-21;;COM VÍTIMA;FINALIZADA;ÁGUA FRIA;AV ANIBAL BENEVOLO;;;TERMINAL DE ÔNIBUS DO ALTO SANTA TERSINHA;ÁGUA FRIA;;;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202214296,0;2022-06-21;;COM VÍTIMA;FINALIZADA;IBURA;RUA RIO BRIGIDA;;;PRÓXIMO  AO SESI;IBURA;;;COLISÃO FRONTAL;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202214305,0;2022-06-22;;COM VÍTIMA;FINALIZADA;CIDADE UNIVERSITÁRIA;AV PROFESSOR LUIZ FREIRE;500,0;;EM FRENTE A ENTRADA PRINCPAL DO ESTACIONAMENTO DA UFPE. INSTITUTO FEDERAL DE PERNAMBUCO.;CIDADE UNIVERSITÁRIA;;SUBURBIO;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa seccionada;;
202214306,0;2022-06-22;;COM VÍTIMA;DUPLICIDADE;CURADO;AV PROFESSOR LUIZ FREIRE;500,0;;PROX AO INSTITUTO FEDERAL DA EDUCAÇÃO;CURADO;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202214309,0;2022-06-22;;SEM VÍTIMA;FINALIZADA;IPUTINGA;RUA SAO MATEUS;1160,0;;PRÓX. AO DEPÓSITO DOS CORREIOS;IPUTINGA;;;COLISÃO LATERAL;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202214319,0;2022-06-22;;COM VÍTIMA;FINALIZADA;SANTANA;RUA SANT'ANNA;136,0;RUA DONA ADA VIEIRA;EM FRENTE AO QUARTEL DA CPOR;SANTANA;;;COLISÃO TRANSVERSAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Não informado;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;;;;Dupla;;;
202214322,0;2022-06-22;;COM VÍTIMA;FINALIZADA;MADALENA;EST DOS REMEDIOS;401,0;RUA LOPES DE CARVALHO;;MADALENA;;CIDADE;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;
202214325,0;2022-06-22;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV DES JOSE NEVES;;;ENTRADA DO TÚNEL, LADO OPOSTO AO ATACADÃO;BOA VIAGEM;;CIDADE;COLISÃO TRASEIRA;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Chuvoso;Não existe;Incompleta;Molhada;Mal conservada;Não existe;Não há placas;;Única;Faixa contínua;;
202214337,0;2022-06-22;;COM VÍTIMA;FINALIZADA;MADALENA;RUA JOSE OSORIO;464,0;;EM FRENTE A ZEUS MULTIMARCAS;MADALENA;;SUBURBIO;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa contínua;;
202214339,0;2022-06-22;;SEM VÍTIMA;FINALIZADA;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;;AV BEBERIBE;;ARRUDA;131,0;SUBURBIO;COLISÃO TRASEIRA;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;40 km/h;Dupla;Canteiro central;Canal;
202214341,0;2022-06-22;;COM VÍTIMA;FINALIZADA;TAMARINEIRA;RUA SEBASTIAO ALVES;73,0;;E/F AO COLEGIO MADRE DE DEUS;TAMARINEIRA;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;R-34;;Única;Outros;;
202214346,0;2022-06-22;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV PRESIDENTE DUTRA;;AV SENADOR ROBERT KENNEDY;PERTO DO SOL E BRASA. LADO OPOSTO À EQUIPADORA CARLOS FILM'S;IMBIRIBEIRA;;SUBURBIO;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;R-6a;;;Faixa seccionada;;
202214362,0;2022-06-22;;COM VÍTIMA;CANCELADA;TEJIPIÓ;AV DR JOSE RUFINO;;;EM FRENTE DO QUARTEL QUARTO BCOM;TEJIPIÓ;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202214363,0;2022-06-22;;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;;;E/F AO ARMAZEM CORAL;AFOGADOS;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202214385,0;2022-06-22;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;107,0;RUA JOSE TRAJANO;AO LADO LABORATÓRIO EDMAR VICTO. ESCOLA DE GASTRONOMIA E CONFEITARIA.;BOA VIAGEM;;SUBURBIO;ATROPELAMENTO DE PESSOA;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202214390,0;2022-06-22;;COM VÍTIMA;FINALIZADA;GRAÇAS;PRC DO ENTRONCAMENTO;50,0;;LA LHAMBRA;GRAÇAS;;;COLISÃO COM CICLISTA;1,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202214406,0;2022-06-23;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;5450,0;RUA PROFESSOR MARIO DE CASTRO;APÓS O PARQUE DONA LINDU;BOA VIAGEM;148,0;CIDADE;COLISÃO TRASEIRA;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Única;Faixa contínua;;
202214458,0;2022-06-23;;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;TRV DO GASPAR;1600,0;;EM FRENTE A CIP MOTOS ROCAM;SÃO JOSÉ;;;CHOQUE;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Não existente;Molhada;Mal conservada;Não existe;Não há placas;;Dupla;Não existe;;
202214461,0;2022-06-23;;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;EST DE BELEM;1335,0;RUA MARIO SETE;PROXIMA A IGREJA NOSSA SENHORA DO BOM PARTO;CAMPO GRANDE;;CIDADE;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa contínua;;
202214462,0;2022-06-23;;COM VÍTIMA;FINALIZADA;AREIAS;RUA JORNALISTA VILMA LESSA;875,0;;Flesh Hamburgueria;AREIAS;;SUBURBIO;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Não existe;Não existente;Seca;Mal conservada;Não existe;Não há placas;30 km/h;Dupla;Não existe;;
202214464,0;2022-06-23;;SEM VÍTIMA;CANCELADA;CORDEIRO;RUA GOMES TABORDA;;;BAR VAPOR 82;CORDEIRO;;;CHOQUE;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202214472,0;2022-06-24;;COM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;PTE GIRATORIA;;;;BAIRRO DO RECIFE;;SUBURBIO;QUEDA;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Ponte;Chuvoso;Não existe;Não existente;Oleosa;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
202214484,0;2022-06-24;;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;RUA HERMILIO GOMES;225,0;RUA PROFESSOR FRANCISCO DA TRINDADE;NA RUA DO POSTO DE GASOLINA TOTAL;CAMPO GRANDE;;;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Esquina;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202214489,0;2022-06-24;;SEM VÍTIMA;FINALIZADA;IPUTINGA;AV PROFESSOR MORAES REGO;;RUA LAGO VERDE;APÓS O MOTEL EROS;IPUTINGA;;SUBURBIO;COLISÃO TRASEIRA;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202214503,0;2022-06-25;;COM VÍTIMA;FINALIZADA;MADALENA;AV VISCONDE DE ALBUQUERQUE;401,0;RUA LOPES DE CARVALHO;EM FRENTE A GALERIA MADALENA CENTER;MADALENA;;SUBURBIO;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;"Placas ""Pare""";60 km/h;Única;Faixa contínua;Faixa seccionada;
202214511,0;2022-06-25;;SEM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;CAIS DO APOLO;;PTE BUARQUE DE MACEDO;BANCO DO BRASIL;BAIRRO DO RECIFE;19,0;SUBURBIO;;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa seccionada;Canteiro central;
202214515,0;2022-06-25;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ITACARI;299,0;RUA ITAJAI;LOJA INOVE;IMBIRIBEIRA;;;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Única;Faixa seccionada;;
202214524,0;2022-06-25;;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;RUA HENRIQUE DIAS;VT 10 NO LOCAL GM JACKSON NO LOCAL;DERBY;68,0;SUBURBIO;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Única;Faixa seccionada;;
202214537,0;2022-06-25;;SEM VÍTIMA;CANCELADA;ESPINHEIRO;AV JOAO DE BARROS;;;RUA 48 NA FRENTE DO PRIMEIRO GERIS;ESPINHEIRO;;;COLISÃO TRASEIRA;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202214538,0;2022-06-25;;COM VÍTIMA;FINALIZADA;TORRE;RUA JOSE BONIFACIO;;RUA MARCOS ANDRE;AO LADO DO CARREFUR;TORRE;;CIDADE;ATROPELAMENTO DE PESSOA;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
202214539,0;2022-06-25;;COM VÍTIMA;FINALIZADA;AREIAS;AV TENENTE FELIPE BANDEIRA DE MELO;97,0;RUA ANTONIO PINHEIRO;EM FRENTE A ESQUINA DO MALTE;AREIAS;;SUBURBIO;COLISÃO COM CICLISTA;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;;;Seca;Perfeito estado;;;;Dupla;Não existe;;
202214550,0;2022-06-26;;COM VÍTIMA;FINALIZADA;BOA VISTA;AV JOAO DE BARROS;594,0;RUA DR LEOPOLDO LINS;PROX A FACULDADE DE DIREITO SOPETE;BOA VISTA;198,0;SUBURBIO;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Esquina;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa contínua;Faixa seccionada;
202214552,0;2022-06-26;;COM VÍTIMA;FINALIZADA;AREIAS;AV DR JOSE RUFINO;955,0;;EM FRENTE A HONDA;AREIAS;;CIDADE;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;50 km/h;Dupla;Faixa contínua;;
202214574,0;2022-06-26;;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA COSME VIANA;215,0;RUA CORONEL ALFREDO DUARTE;DE FRENTE AO BAR LÉO CHOPP;AFOGADOS;430,0;SUBURBIO;COLISÃO TRANSVERSAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa contínua;;
202214576,0;2022-06-27;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;1200,0;;EM FRENTE AO HOSPITAL NAVAL E AO DER;SANTO AMARO;;;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202214579,0;2022-06-27;;COM VÍTIMA;FINALIZADA;DOIS IRMÃOS;RUA DE APIPUCOS;223,0;;LADO OPOSTO A ASSOCIAÇÃO BRASILEIRA DE ODONTOLOGIA;DOIS IRMÃOS;;CIDADE;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Outros;R-6a;;Dupla;Faixa contínua;Faixa seccionada;
202214586,0;2022-06-27;;COM VÍTIMA;FINALIZADA;CORDEIRO;AV PROFESSOR ESTEVAO FRANCISCO DA COSTA;257,0;RUA ODETE MONTEIRO;EM FRENTE AO POSTO DE GASOLINA PETROCAL;CORDEIRO;589,0;SUBURBIO;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Chuvoso;Com defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
202214589,0;2022-06-27;;COM VÍTIMA;FINALIZADA;AREIAS;AV DR JOSE RUFINO;885,0;;EM FRENTE A HONDA;AREIAS;;CIDADE;ATROPELAMENTO DE PESSOA;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;50 km/h;Dupla;Faixa contínua;;
202214591,0;2022-06-27;;COM VÍTIMA;FINALIZADA;JIQUIÁ;AV DR JOSE RUFINO;2181,0;;PONTE DO IOLANDA;JIQUIÁ;;CIDADE;COLISÃO COM CICLISTA;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Ponte;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;60 km/h;Dupla;Faixa seccionada;;
202214595,0;2022-06-27;;COM VÍTIMA;FINALIZADA;ESTÂNCIA;AV DR JOSE RUFINO;860,0;;HONDA;ESTÂNCIA;;;ATROPELAMENTO DE PESSOA;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202214596,0;2022-06-27;;VÍTIMA FATAL;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;680,0;RUA VICENCIA;;BOA VIAGEM;;CIDADE;ATROPELAMENTO DE PESSOA;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;1,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;
202214607,0;2022-06-27;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DR NYLO DORNELLAS CAMARA;;;AO LADO DA PRAÇA DE BOA VIAGEM;BOA VIAGEM;;CIDADE;TOMBAMENTO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Agente;Outras;30 km/h;Única;Não existe;;
202214615,0;2022-06-27;;COM VÍTIMA;FINALIZADA;MACAXEIRA;AV NORTE MIGUEL ARRAES DE ALENCAR;7819,0;;PRÓXIMO AO PARQUE DA MACAXEIRA;MACAXEIRA;;CIDADE;ATROPELAMENTO DE PESSOA;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;3,0;0,0;Longo da via;Bom;Não existe;;Seca;Mal conservada;Outros;Outras;;Dupla;Canteiro central;;
202214616,0;2022-06-27;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;418,0;;EM FRENTE AO BANCO DO BRASIL;BOA VIAGEM;;SUBURBIO;COLISÃO TRASEIRA;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;
202214651,0;2022-06-27;;COM VÍTIMA;FINALIZADA;FUNDÃO;AV BEBERIBE;2475,0;;Em frente a AutoEscola Piloto;FUNDÃO;;CIDADE;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;Faixa seccionada;
202214667,0;2022-06-27;;COM VÍTIMA;FINALIZADA;DERBY;RUA JENER DE SOUZA;372,0;RUA FELICIANO GOMES;EM FRENTE AO LABORATÓRIO CERPE;DERBY;;SUBURBIO;COLISÃO TRANSVERSAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;Longo da via;Chuvoso;;Perfeito estado;Molhada;Perfeito estado;Não existe;;;Dupla;Não existe;;
202214672,0;2022-06-27;;COM VÍTIMA;FINALIZADA;IPUTINGA;AV MAURICIO DE NASSAU;433,0;;PRÓXIMO AO GOE;IPUTINGA;;SUBURBIO;CHOQUE;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;
202214724,0;2022-06-28;;COM VÍTIMA;FINALIZADA;DERBY;PRC DO DERBY;;;Na parada do Brt da Praça do Derby;DERBY;75,0;SUBURBIO;ATROPELAMENTO DE PESSOA;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;R-6c;;Única;Faixa seccionada;;
202214736,0;2022-06-28;;SEM VÍTIMA;FINALIZADA;DERBY;PRC DO DERBY;;RUA JENER DE SOUZA;;DERBY;678,0;SUBURBIO;;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Canteiro central;;
202214746,0;2022-06-28;;COM VÍTIMA;FINALIZADA;APIPUCOS;RUA DOIS IRMAOS;;;Em frente ao Decimo Primeiro Batalhão da Policia Militar;APIPUCOS;;;COLISÃO FRONTAL;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa contínua;;
202214750,0;2022-06-28;;COM VÍTIMA;FINALIZADA;ILHA JOANA BEZERRA;AV DES GUERRA BARRETO;;VIADUTO CAPITAO TEMUDO;NA ESQUINA DO FORUM DE JUSTIÇA;ILHA JOANA BEZERRA;;CIDADE;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Mal conservada;Não existe;Não há placas;;Única;Não existe;;
202214764,0;2022-06-28;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;4632,0;;PROXIMO AO ANTIGO CASTELINHO;BOA VIAGEM;;CIDADE;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;
202214793,0;2022-06-29;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;;PROX AS ESCULTURAS DE BRENNAND;BOA VIAGEM;;SUBURBIO;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Única;Faixa contínua;;
202214807,0;2022-06-29;;COM VÍTIMA;FINALIZADA;SANTO AMARO;VIADUTO CAPITAO TEMUDO;;AV GOVERNADOR AGAMENON MAGALHAES;ESTAÇÃO JOANA BEZERRA;SANTO AMARO;;;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Viaduto;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;;Dupla;Faixa seccionada;Canteiro central;Blocos
202214810,0;2022-06-29;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;;ENFRENTE A SANTA CASA DE MISERICÓRDIA  NA AVENIDA CRUZ CABUGÁ;SANTO AMARO;344,0;CIDADE;QUEDA;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Faixa contínua;;
202214839,0;2022-06-29;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;;EM FRENTE A CORAL;SANTO AMARO;457,0;SUBURBIO;COLISÃO TRASEIRA;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;2,0;0,0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa seccionada;Canteiro central;
202214849,0;2022-06-29;;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA PRINCESA IZABEL;;RUA DA SAUDADE;PRÓXIMO AO PARQUE 13 DE MAIO;BOA VISTA;168,0;SUBURBIO;ATROPELAMENTO DE PESSOA;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa contínua;;
202214850,0;2022-06-29;;COM VÍTIMA;FINALIZADA;SAN MARTIN;AV GENERAL SAN MARTIN;;;EM FRENTE A IGREJA ADVENTISTA;SAN MARTIN;371,0;CIDADE;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Não existe;Outras;30 km/h;;Faixa seccionada;;
202214902,0;2022-06-30;;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV GENERAL MAC ARTHUR;2809,0;AV MARECHAL MASCARENHAS DE MORAES;;IMBIRIBEIRA;225,0;SUBURBIO;;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Cruzamento;Bom;Sem defeito;Incompleta;Seca;Perfeito estado;;;40 km/h;Única;Não existe;;
202214911,0;2022-06-30;;COM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;;;EM FRENTE AO SUPERMERCADO TODO DIA;AFOGADOS;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202214912,0;2022-06-30;;COM VÍTIMA;FINALIZADA;DERBY;AV RUI BARBOSA;;AV GOVERNADOR AGAMENON MAGALHAES;EM FRENTE AO SEMAFORO 37;DERBY;37,0;SUBURBIO;ATROPELAMENTO DE PESSOA;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;60 km/h;Única;Canteiro central;;
202214918,0;2022-06-30;;VÍTIMA FATAL;FINALIZADA;ESPINHEIRO;RUA SANTO ELIAS;;RUA DA HORA;E/F ASSISTENCIA TECNICA IPHONE  SERVICE;ESPINHEIRO;;CIDADE;CHOQUE;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;Única;Não existe;;
